url_path,views_total,views_unique
/fluxcd/flux2,4002,2273
/fluxcd/flux2/releases,2521,1130
/fluxcd/flux2/issues,614,265
/fluxcd/flux2/tree/main/manifests,429,133
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,428,93
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,420,76
/fluxcd/flux2/releases/tag/v2.0.0-rc.1,350,216
/fluxcd/flux2/tags,338,132
/fluxcd/flux2/releases/tag/v2.0.0-rc.5,317,254
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config/dashboards,310,80
