referrer,views_total,views_unique
Google,13417,4946
fluxcd.io,5283,932
github.com,1733,329
Bing,397,178
DuckDuckGo,319,149
statics.teams.cdn.office.net,252,57
search.brave.com,134,26
t.co,99,63
pkg.go.dev,83,10
cn.bing.com,64,26
