referrer,views_total,views_unique
Google,9952,4847
github.com,694,209
fluxcd.io,690,311
Bing,394,186
DuckDuckGo,340,175
chatgpt.com,181,79
search.brave.com,164,75
statics.teams.cdn.office.net,102,57
ecosia.org,26,21
cncf.io,26,12
