referrer,views_total,views_unique
Google,15368,5860
github.com,1264,239
fluxcd.io,1251,376
DuckDuckGo,512,139
Bing,396,155
pkg.go.dev,110,8
search.brave.com,85,42
cn.bing.com,52,11
statics.teams.cdn.office.net,47,38
youtube.com,45,8
