referrer,views_total,views_unique
Google,7412,3130
github.com,4025,1035
fluxcd.io,3948,897
DuckDuckGo,252,125
Bing,169,69
landscape.cncf.io,59,42
t.co,36,24
com.google.android.gm,36,11
cncf.io,21,13
statics.teams.cdn.office.net,21,12
