referrer,views_total,views_unique
Google,11382,5613
fluxcd.io,718,326
github.com,620,253
Bing,384,210
DuckDuckGo,364,177
chatgpt.com,200,90
search.brave.com,104,63
t.co,96,78
statics.teams.cdn.office.net,81,49
ecosia.org,43,21
