url_path,views_total,views_unique
/fluxcd/flux2,3831,1953
/fluxcd/flux2/issues/2817,1426,1205
/fluxcd/flux2/releases,1282,552
/fluxcd/flux2/issues,1033,224
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,481,87
/fluxcd/flux2/search,461,100
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,454,97
/fluxcd/flux2/tree/main/manifests,397,151
/fluxcd/flux2/tree/main/manifests/monitoring,352,97
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config/dashboards,299,86
