referrer,views_total,views_unique
Google,6451,3491
github.com,1708,687
fluxcd.io,723,323
Bing,204,124
DuckDuckGo,194,118
search.brave.com,135,62
statics.teams.cdn.office.net,129,68
theconsensus.dev,56,23
kagi.com,50,20
chatgpt.com,47,32
