time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-22 00:00:00+00:00,139250,1043,990,287
2026-03-23 00:00:00+00:00,143101,1141,2311,697
2026-03-24 00:00:00+00:00,143993,1225,2619,797
2026-03-25 00:00:00+00:00,141870,1141,2140,798
2026-03-26 00:00:00+00:00,141530,1221,2348,806
2026-03-27 00:00:00+00:00,140796,1095,1882,775
2026-03-28 00:00:00+00:00,138521,1121,1089,372
2026-03-29 00:00:00+00:00,138556,979,1095,403
2026-03-30 00:00:00+00:00,142835,1121,1914,737
2026-03-31 00:00:00+00:00,145595,1191,1824,773
2026-04-01 00:00:00+00:00,143617,1442,1821,634
2026-04-02 00:00:00+00:00,141260,1168,1267,608
2026-04-03 00:00:00+00:00,142550,1026,1558,553
2026-04-04 00:00:00+00:00,139158,940,1147,322
