referrer,views_total,views_unique
Google,9537,4980
github.com,793,217
fluxcd.io,752,322
Bing,390,196
DuckDuckGo,332,175
chatgpt.com,191,79
search.brave.com,152,71
statics.teams.cdn.office.net,122,54
ecosia.org,30,24
cncf.io,27,13
