referrer,views_total,views_unique
Google,12372,4513
fluxcd.io,3973,856
github.com,1160,301
DuckDuckGo,377,146
Bing,348,153
statics.teams.cdn.office.net,93,56
search.brave.com,91,34
cncf.io,46,23
landscape.cncf.io,45,32
cn.bing.com,28,20
