referrer,views_total,views_unique
Google,14997,5785
github.com,1234,237
fluxcd.io,1196,383
DuckDuckGo,428,137
Bing,391,159
search.brave.com,111,42
pkg.go.dev,111,10
cncf.io,62,25
statics.teams.cdn.office.net,57,40
earthly.dev,54,9
