url_path,views_total,views_unique
/fluxcd/flux2,3763,2201
/fluxcd/flux2/releases,1991,985
/fluxcd/flux2/issues,715,297
/fluxcd/flux2/tree/main/manifests,541,132
/fluxcd/flux2/tree/main/manifests/monitoring/kube-prometheus-stack,374,63
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config,355,73
/fluxcd/flux2/releases/tag/v2.0.0-rc.5,310,233
/fluxcd/flux2/blob/main/manifests/monitoring/kube-prometheus-stack/release.yaml,250,47
/fluxcd/flux2/tree/main/manifests/monitoring/monitoring-config/dashboards,249,65
/fluxcd/flux2/tags,246,113
