referrer,views_total,views_unique
Google,18564,7629
github.com,1586,311
fluxcd.io,1490,508
Bing,576,169
DuckDuckGo,456,155
search.brave.com,186,59
statics.teams.cdn.office.net,72,34
ecosia.org,49,16
cncf.io,48,23
v2-0.docs.fluxcd.io,29,7
