referrer,views_total,views_unique
Google,14114,5602
fluxcd.io,1146,315
github.com,1062,231
Bing,395,158
DuckDuckGo,329,128
search.brave.com,114,40
statics.teams.cdn.office.net,82,31
cncf.io,65,18
landscape.cncf.io,55,22
confluence.nomura.com,50,5
