referrer,views_total,views_unique
Google,12565,4805
fluxcd.io,5020,842
github.com,1336,284
DuckDuckGo,384,159
Bing,379,156
statics.teams.cdn.office.net,143,58
cncf.io,140,24
youtube.com,107,5
t.co,47,20
search.brave.com,46,28
