referrer,views_total,views_unique
Google,2575,570
github.com,606,107
docs.flagger.app,506,52
fluxcd.io,179,141
Bing,91,18
link.zhihu.com,32,1
DuckDuckGo,28,8
search.brave.com,25,4
weave.works,15,11
wiki.ringcentral.com,14,3
