referrer,views_total,views_unique
Google,788,322
fluxcd.io,140,116
docs.flagger.app,116,37
github.com,115,52
Bing,44,10
chatgpt.com,30,12
search.brave.com,25,6
statics.teams.cdn.office.net,19,9
DuckDuckGo,15,5
claude.ai,11,2
