referrer,views_total,views_unique
Google,857,319
github.com,156,67
fluxcd.io,135,104
docs.flagger.app,90,33
Bing,55,14
DuckDuckGo,29,13
yandex.ru,25,5
51cto.com,22,2
chatgpt.com,15,7
medium.com,7,4
