referrer,views_total,views_unique
Google,1251,393
github.com,244,64
fluxcd.io,162,124
docs.flagger.app,153,33
DuckDuckGo,46,8
statics.teams.cdn.office.net,21,10
Baidu,17,1
Bing,15,6
pkg.go.dev,13,2
chatgpt.com,11,5
