referrer,views_total,views_unique
Google,2054,428
github.com,556,108
fluxcd.io,282,163
docs.flagger.app,224,48
Bing,124,10
medium.com,37,5
zozo.rickcloud.jp,36,5
Yahoo,25,1
infohub.corp.wayfair.com,18,4
statics.teams.cdn.office.net,13,4
