time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,8470,288,97,47
2026-08-13 00:00:00+00:00,8284,253,117,65
2026-08-14 00:00:00+00:00,7482,202,167,63
2026-08-15 00:00:00+00:00,5491,145,79,39
2026-08-16 00:00:00+00:00,5458,137,106,54
2026-08-17 00:00:00+00:00,6458,190,154,65
2026-08-18 00:00:00+00:00,7090,298,173,71
2026-08-19 00:00:00+00:00,6452,173,174,77
2026-08-20 00:00:00+00:00,7677,202,136,67
2026-08-21 00:00:00+00:00,7211,181,178,83
2026-08-22 00:00:00+00:00,7822,157,126,54
2026-08-23 00:00:00+00:00,5632,330,131,52
2026-08-24 00:00:00+00:00,8044,258,173,82
2026-08-25 00:00:00+00:00,17823,286,377,65
