time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-20 00:00:00+00:00,17216,132,164,75
2022-03-21 00:00:00+00:00,17809,238,675,165
2022-03-22 00:00:00+00:00,18209,258,668,148
2022-03-23 00:00:00+00:00,18043,228,862,165
2022-03-24 00:00:00+00:00,17259,194,651,173
2022-03-25 00:00:00+00:00,17481,168,778,154
2022-03-26 00:00:00+00:00,17774,127,195,65
2022-03-27 00:00:00+00:00,17263,124,137,47
2022-03-28 00:00:00+00:00,17056,231,862,148
2022-03-29 00:00:00+00:00,17639,206,700,182
2022-03-30 00:00:00+00:00,18312,286,553,179
2022-03-31 00:00:00+00:00,19097,258,832,167
2022-04-01 00:00:00+00:00,18879,291,473,94
2022-04-02 00:00:00+00:00,16631,125,135,56
