time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-24 00:00:00+00:00,18471,70,663,122
2023-08-25 00:00:00+00:00,18242,72,775,109
2023-08-26 00:00:00+00:00,18064,52,123,43
2023-08-27 00:00:00+00:00,18119,43,322,33
2023-08-28 00:00:00+00:00,18507,88,817,132
2023-08-29 00:00:00+00:00,18049,114,910,153
2023-08-30 00:00:00+00:00,16928,82,1255,160
2023-08-31 00:00:00+00:00,16885,79,1196,160
2023-09-01 00:00:00+00:00,16535,84,596,118
2023-09-02 00:00:00+00:00,15854,46,217,51
2023-09-03 00:00:00+00:00,15902,39,200,31
2023-09-04 00:00:00+00:00,16516,72,577,132
2023-09-05 00:00:00+00:00,17227,153,794,133
2023-09-06 00:00:00+00:00,16069,410,628,111
