time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-05 00:00:00+00:00,30689,581,607,126
2022-07-06 00:00:00+00:00,29165,539,439,114
2022-07-07 00:00:00+00:00,29862,697,692,148
2022-07-08 00:00:00+00:00,27542,520,415,93
2022-07-09 00:00:00+00:00,26253,233,350,31
2022-07-10 00:00:00+00:00,26370,120,340,43
2022-07-11 00:00:00+00:00,27176,427,823,135
2022-07-12 00:00:00+00:00,28401,221,1398,204
2022-07-13 00:00:00+00:00,28312,241,1252,159
2022-07-14 00:00:00+00:00,26790,212,851,131
2022-07-15 00:00:00+00:00,26116,203,539,115
2022-07-16 00:00:00+00:00,24266,155,187,36
2022-07-17 00:00:00+00:00,24165,147,275,38
2022-07-18 00:00:00+00:00,23496,238,695,135
