referrer,views_total,views_unique
Google,269,154
github.com,118,69
fluxcd.io,63,54
docs.flagger.app,43,18
Bing,30,7
search.brave.com,12,5
teams.public.onecdn.static.microsoft,7,4
chatgpt.com,6,3
statics.teams.cdn.office.net,5,4
Baidu,3,2
