referrer,views_total,views_unique
Google,413,187
github.com,205,75
fluxcd.io,116,85
docs.flagger.app,71,24
Bing,24,11
DuckDuckGo,23,6
chatgpt.com,15,3
statics.teams.cdn.office.net,14,7
link.gitcode.com,11,11
Baidu,10,8
