referrer,views_total,views_unique
Google,1165,364
github.com,167,57
docs.flagger.app,148,34
fluxcd.io,147,112
Baidu,17,1
DuckDuckGo,15,7
Bing,14,6
pkg.go.dev,13,2
statics.teams.cdn.office.net,11,7
yandex.ru,7,4
