time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-06 00:00:00+00:00,1723,41,371,92
2024-11-07 00:00:00+00:00,1725,41,385,93
2024-11-08 00:00:00+00:00,1648,36,218,97
2024-11-09 00:00:00+00:00,1546,24,42,33
2024-11-10 00:00:00+00:00,1714,25,72,26
2024-11-11 00:00:00+00:00,1690,38,284,90
2024-11-12 00:00:00+00:00,1973,41,433,145
2024-11-13 00:00:00+00:00,1993,46,421,129
2024-11-14 00:00:00+00:00,1831,40,360,131
2024-11-15 00:00:00+00:00,1862,41,296,98
2024-11-16 00:00:00+00:00,1587,24,65,41
2024-11-17 00:00:00+00:00,1567,29,35,24
2024-11-18 00:00:00+00:00,1892,42,316,113
2024-11-19 00:00:00+00:00,1742,47,279,101
