referrer,views_total,views_unique
Google,1538,520
github.com,350,129
docs.flagger.app,142,59
fluxcd.io,51,30
DuckDuckGo,37,11
Bing,25,11
weave.works,24,14
kb.semrush.net,14,3
statics.teams.cdn.office.net,13,7
jira-eng-gpk2.cisco.com,10,1
