referrer,views_total,views_unique
Google,726,238
github.com,126,60
fluxcd.io,122,98
docs.flagger.app,110,31
DuckDuckGo,10,6
statics.teams.cdn.office.net,9,5
Bing,7,7
gateway.zscalerthree.net,7,1
collabnix.github.io,5,5
pkg.go.dev,5,1
