referrer,views_total,views_unique
Google,732,234
github.com,159,76
docs.flagger.app,157,31
fluxcd.io,111,91
git.nordicom.no,17,2
statics.teams.cdn.office.net,16,9
Bing,10,8
DuckDuckGo,7,3
collabnix.github.io,6,6
pkg.go.dev,5,1
