time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-08 00:00:00+00:00,17328,143,661,137
2023-08-09 00:00:00+00:00,18154,135,897,143
2023-08-10 00:00:00+00:00,17711,126,783,139
2023-08-11 00:00:00+00:00,17478,101,769,99
2023-08-12 00:00:00+00:00,17840,79,217,33
2023-08-13 00:00:00+00:00,17800,76,91,31
2023-08-14 00:00:00+00:00,17977,104,554,120
2023-08-15 00:00:00+00:00,18468,68,720,105
2023-08-16 00:00:00+00:00,18598,68,672,141
2023-08-17 00:00:00+00:00,18723,62,572,117
2023-08-18 00:00:00+00:00,19001,77,763,103
2023-08-19 00:00:00+00:00,18777,49,236,33
2023-08-20 00:00:00+00:00,17999,40,94,36
2023-08-21 00:00:00+00:00,16739,80,862,133
