referrer,views_total,views_unique
Google,720,287
fluxcd.io,125,108
docs.flagger.app,112,37
github.com,111,55
Bing,32,7
DuckDuckGo,19,4
statics.teams.cdn.office.net,18,8
chatgpt.com,16,8
search.brave.com,12,4
claude.ai,11,2
