referrer,views_total,views_unique
Google,1574,466
github.com,367,212
docs.flagger.app,145,47
golang.ch,111,97
jira.grab.com,28,1
fluxcd.io,25,21
Bing,25,9
cn.bing.com,17,3
weave.works,16,8
landscape.cncf.io,14,5
