url_path,views_total,views_unique
/fluxcd/flagger,1151,784
/fluxcd/flagger/tree/main/kustomize/podinfo,178,28
/fluxcd/flagger/issues,171,51
/fluxcd/flagger/tree/main/charts/flagger,169,38
/fluxcd/flagger/tree/main/kustomize,158,41
/fluxcd/flagger/blob/main/CHANGELOG.md,156,48
/fluxcd/flagger/tree/main/charts,135,38
/fluxcd/flagger/blob/main/charts/flagger/values.yaml,115,31
/fluxcd/flagger/blob/main/kustomize/podinfo/deployment.yaml,111,26
/fluxcd/flagger/blob/main/docs/gitbook/usage/metrics.md,91,24
