referrer,views_total,views_unique
Google,1496,517
docs.flagger.app,214,38
fluxcd.io,179,124
github.com,157,51
shimo.im,123,5
Bing,57,21
statics.teams.cdn.office.net,35,12
DuckDuckGo,29,9
yandex.ru,12,3
collabnix.github.io,9,3
