referrer,views_total,views_unique
Google,2187,514
docs.flagger.app,284,35
github.com,224,67
stefanprodan.com,150,1
fluxcd.io,145,124
search.brave.com,105,7
yandex.ru,71,10
Bing,39,12
DuckDuckGo,28,4
velog.io,28,1
