time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-26 00:00:00+00:00,6427,54,78,28
2025-04-27 00:00:00+00:00,6378,49,71,24
2025-04-28 00:00:00+00:00,6758,61,147,78
2025-04-29 00:00:00+00:00,6830,63,218,94
2025-04-30 00:00:00+00:00,6939,58,309,80
2025-05-01 00:00:00+00:00,6413,44,203,58
2025-05-02 00:00:00+00:00,6682,51,155,69
2025-05-03 00:00:00+00:00,6459,46,109,23
2025-05-04 00:00:00+00:00,6424,49,59,19
2025-05-05 00:00:00+00:00,7007,53,182,72
2025-05-06 00:00:00+00:00,6898,65,173,79
2025-05-07 00:00:00+00:00,6858,62,222,106
2025-05-08 00:00:00+00:00,6666,62,220,86
2025-05-09 00:00:00+00:00,6304,62,168,66
