referrer,views_total,views_unique
Google,305,144
github.com,137,57
fluxcd.io,72,64
docs.flagger.app,30,17
search.brave.com,13,7
statics.teams.cdn.office.net,13,4
Bing,12,5
teams.public.onecdn.static.microsoft,5,3
ecosia.org,3,3
DuckDuckGo,2,2
