referrer,views_total,views_unique
Google,1682,488
github.com,342,148
docs.flagger.app,134,49
fluxcd.io,59,24
medium.com,29,11
weave.works,18,14
cn.bing.com,16,10
cncf.io,16,9
Bing,13,8
DuckDuckGo,13,7
