url_path,views_total,views_unique
/fluxcd/flagger,935,590
/fluxcd/flagger/tree/main/kustomize,203,47
/fluxcd/flagger/tree/main/kustomize/podinfo,180,27
/fluxcd/flagger/issues,165,56
/fluxcd/flagger/blob/main/kustomize/podinfo/deployment.yaml,134,30
/fluxcd/flagger/blob/main/CHANGELOG.md,112,31
/fluxcd/flagger/tree/main/charts/flagger,112,23
/fluxcd/flagger/blob/main/docs/gitbook/usage/metrics.md,97,22
/fluxcd/flagger/blob/main/kustomize/podinfo/hpa.yaml,90,29
/fluxcd/flagger/tree/main/charts,90,26
