referrer,views_total,views_unique
Google,1556,561
github.com,557,256
docs.flagger.app,216,77
DuckDuckGo,42,25
Bing,19,12
fluxcd.io,17,6
weave.works,16,14
Baidu,16,12
collabnix.github.io,12,12
hub.docker.com,12,2
