referrer,views_total,views_unique
Google,2386,472
docs.flagger.app,217,33
github.com,208,60
fluxcd.io,180,142
stefanprodan.com,154,2
search.brave.com,76,6
yandex.ru,71,11
learn.microsoft.com,33,4
confluence.aviva.co.uk,21,1
Bing,20,15
