referrer,views_total,views_unique
Google,342,152
github.com,119,48
fluxcd.io,69,61
docs.flagger.app,26,14
Bing,24,11
teams.public.onecdn.static.microsoft,15,6
chatgpt.com,13,4
yandex.ru,6,1
Baidu,5,3
m.sogou.com,4,3
