time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-09 00:00:00+00:00,7452,107,36,26
2026-05-10 00:00:00+00:00,7886,98,42,21
2026-05-11 00:00:00+00:00,8569,160,90,36
2026-05-12 00:00:00+00:00,8489,158,97,38
2026-05-13 00:00:00+00:00,8394,139,85,46
2026-05-14 00:00:00+00:00,7670,132,69,38
2026-05-15 00:00:00+00:00,8344,129,64,33
2026-05-16 00:00:00+00:00,7367,100,35,23
2026-05-17 00:00:00+00:00,7478,157,41,24
2026-05-18 00:00:00+00:00,8655,149,76,43
2026-05-19 00:00:00+00:00,8250,143,76,42
2026-05-20 00:00:00+00:00,8467,187,118,40
2026-05-21 00:00:00+00:00,9066,120,70,41
2026-05-22 00:00:00+00:00,8836,199,112,61
