referrer,views_total,views_unique
Google,1600,508
github.com,247,153
docs.flagger.app,165,53
golang.ch,69,59
fluxcd.io,51,23
medium.com,24,9
confluence-eng-gpk2.cisco.com,20,3
weave.works,17,10
landscape.cncf.io,15,6
cn.bing.com,15,1
