url_path,views_total,views_unique
/fluxcd/flagger,1202,781
/fluxcd/flagger/tree/main/kustomize/podinfo,269,29
/fluxcd/flagger/tree/main/kustomize,253,44
/fluxcd/flagger/blob/main/kustomize/podinfo/deployment.yaml,218,34
/fluxcd/flagger/blob/main/CHANGELOG.md,142,43
/fluxcd/flagger/blob/main/kustomize/podinfo/hpa.yaml,130,27
/fluxcd/flagger/issues,127,48
/fluxcd/flagger/tree/main/charts/flagger,122,26
/fluxcd/flagger/tree/main/charts,119,36
/fluxcd/flagger/blob/main/charts/flagger/values.yaml,108,33
