time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,1793,41,193,79
2024-11-30 00:00:00+00:00,1717,24,84,27
2024-12-01 00:00:00+00:00,1620,32,118,34
2024-12-02 00:00:00+00:00,2186,51,404,117
2024-12-03 00:00:00+00:00,2014,49,314,125
2024-12-04 00:00:00+00:00,1903,44,259,103
2024-12-05 00:00:00+00:00,1519,43,366,120
2024-12-06 00:00:00+00:00,1876,41,210,72
2024-12-07 00:00:00+00:00,1745,28,59,31
2024-12-08 00:00:00+00:00,1808,31,96,32
2024-12-09 00:00:00+00:00,2201,48,302,106
2024-12-10 00:00:00+00:00,2059,47,413,112
2024-12-11 00:00:00+00:00,1988,42,308,111
2024-12-12 00:00:00+00:00,1780,38,303,92
