url_path,views_total,views_unique
/fluxcd/flagger,996,659
/fluxcd/flagger/blob/main/kustomize/podinfo/deployment.yaml,207,34
/fluxcd/flagger/tree/main/kustomize,167,35
/fluxcd/flagger/blob/main/kustomize/podinfo/hpa.yaml,156,29
/fluxcd/flagger/tree/main/kustomize/podinfo,148,24
/fluxcd/flagger/blob/main/CHANGELOG.md,138,50
/fluxcd/flagger/blob/main/charts/flagger/values.yaml,121,30
/fluxcd/flagger/issues,117,51
/fluxcd/flagger/tree/main/charts,111,33
/fluxcd/flagger/tree/main/charts/flagger,103,26
