referrer,views_total,views_unique
Google,2293,528
docs.flagger.app,473,57
github.com,373,80
fluxcd.io,202,149
DuckDuckGo,71,17
weave.works,41,2
Bing,37,14
StartPage,30,1
statics.teams.cdn.office.net,10,6
medium.com,10,6
