referrer,views_total,views_unique
Google,663,255
docs.flagger.app,221,38
fluxcd.io,124,101
github.com,88,54
DuckDuckGo,34,11
statics.teams.cdn.office.net,18,9
Bing,12,6
confluence-mx.sec.samsung.net,6,2
chatgpt.com,5,3
ecosia.org,5,3
