referrer,views_total,views_unique
Google,2374,509
docs.flagger.app,269,41
github.com,226,72
fluxcd.io,172,129
linkedin.com,162,97
com.linkedin.android,67,26
learn.microsoft.com,34,5
yandex.ru,27,12
search.brave.com,27,4
Bing,25,19
