referrer,views_total,views_unique
Google,1335,442
fluxcd.io,190,146
github.com,168,71
docs.flagger.app,92,31
DuckDuckGo,21,11
search.brave.com,13,4
chatgpt.com,10,8
cn.bing.com,6,4
lambda.blinkit.com,5,1
cerence.atlassian.net,5,1
