time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-20 00:00:00+00:00,6564,68,331,93
2025-03-21 00:00:00+00:00,6495,56,499,96
2025-03-22 00:00:00+00:00,6187,46,196,36
2025-03-23 00:00:00+00:00,6350,65,152,52
2025-03-24 00:00:00+00:00,7611,71,366,118
2025-03-25 00:00:00+00:00,6853,68,439,131
2025-03-26 00:00:00+00:00,6583,64,377,123
2025-03-27 00:00:00+00:00,6469,50,176,93
2025-03-28 00:00:00+00:00,6542,79,216,80
2025-03-29 00:00:00+00:00,6101,53,66,34
2025-03-30 00:00:00+00:00,6142,56,80,34
2025-03-31 00:00:00+00:00,6780,85,325,106
2025-04-01 00:00:00+00:00,7710,72,454,106
2025-04-02 00:00:00+00:00,6717,91,426,124
