url_path,views_total,views_unique
/fluxcd/flagger,966,647
/fluxcd/flagger/blob/main/kustomize/podinfo/deployment.yaml,172,24
/fluxcd/flagger/blob/main/CHANGELOG.md,142,48
/fluxcd/flagger/blob/main/kustomize/podinfo/hpa.yaml,139,23
/fluxcd/flagger/tree/main/kustomize,136,29
/fluxcd/flagger/tree/main/charts/flagger,121,32
/fluxcd/flagger/issues,117,46
/fluxcd/flagger/tree/main/charts,116,34
/fluxcd/flagger/blob/main/charts/flagger/values.yaml,110,28
/fluxcd/flagger/tree/main/kustomize/podinfo,106,16
